mine_id,name,state,district,company,mine_type,ownership,status,name_normalized,company_normalized,state_normalized,district_normalized,_match_name,match_name,match_score,match_method,coordinate_source_name,latitude,longitude
CM-125,Godavari Khani-11 Incline,Telangana,PEDDAPALLI,SCCL,UNDERGROUND,PUBLIC,WORKING,godavari khani 11 incline,sccl,telangana,peddapalli,godavari khani 11 incline,godavari khani 11 incline,100,EXACT,Godavari Khani-11 Incline,,
CM-126,Godavari Khani-2 & 2A,Telangana,KHAMMAM,SCCL,UNDERGROUND,PUBLIC,WORKING,godavari khani 2 2a,sccl,telangana,khammam,godavari khani 2 2a,godavari khani 2 2a,100,EXACT,Godavari Khani-2 & 2A,,
CM-127,Godavarikhani V OC,Telangana,PEDDAPALLI,SCCL,OPENCAST,PUBLIC,WORKING,godavarikhani v oc,sccl,telangana,peddapalli,godavarikhani v oc,godavarikhani v oc,100,EXACT,Godavarikhani V OC,,
CM-128,Gokul OC Mine + Gokul Extn.,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING,gokul oc gokul extn,wcl,maharashtra,nagpur,gokul oc gokul extn,gokul oc gokul extn,100,EXACT,Gokul OC Mine + Gokul Extn.,,
CM-129,Gondudih/Khas Kusunda,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,gondudih khas kusunda,bccl,jharkhand,dhanbad,gondudih khas kusunda,gondudih khas kusunda,100,EXACT,Gondudih/Khas Kusunda,,
CM-130,Gopalichuck,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,gopalichuck,bccl,jharkhand,dhanbad,gopalichuck,gopalichuck,100,EXACT,Gopalichuck,,
CM-131,Gopinathpur,Jharkhand,DHANBAD,ECL,OPENCAST,PUBLIC,NON_WORKING,gopinathpur,ecl,jharkhand,dhanbad,gopinathpur,gopinathpur,100,EXACT,Gopinathpur,,
CM-132,Gotitoria E & W,Madhya Pradesh,Narsinghpur,BSMPL,OPENCAST,PRIVATE,WORKING,gotitoria e w,bsmpl,madhya pradesh,narsinghpur,gotitoria e w,gotitoria e w,100,EXACT,Gotitoria E & W,,
CM-133,Gourangdi-A OCP,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,gourangdi a ocp,ecl,west bengal,bardhaman,gourangdi a ocp,gourangdi a ocp,100,EXACT,Gourangdi-A OCP,,
CM-134,Gourangdih Extn OC,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,gourangdih extn oc,ecl,west bengal,bardhaman,gourangdih extn oc,gourangdih extn oc,100,EXACT,Gourangdih Extn OC,,
CM-135,Gouri -Pauni(A) OCM,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,gouri pauni a ocm,wcl,maharashtra,chandrapur,gouri pauni a ocm,gouri pauni a ocm,100,EXACT,Gouri -Pauni(A) OCM,,
CM-136,Gouri Deep,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,gouri deep,wcl,maharashtra,chandrapur,gouri deep,gouri deep,100,EXACT,Gouri Deep,,
CM-137,Gouthampur Khani OCP,Telangana,KHAMMAM,SCCL,OPENCAST,PUBLIC,WORKING,gouthampur khani ocp,sccl,telangana,khammam,gouthampur khani ocp,gouthampur khani ocp,100,EXACT,Gouthampur Khani OCP,,
CM-138,Govindpur,Jharkhand,BOKARO,CCL,UNDERGROUND,PUBLIC,WORKING,govindpur,ccl,jharkhand,bokaro,govindpur,govindpur,100,EXACT,Govindpur,,
CM-139,Govindpur Ph-II OCP,Jharkhand,BOKARO,CCL,OPENCAST,PUBLIC,WORKING,govindpur ph ii ocp,ccl,jharkhand,bokaro,govindpur ph ii ocp,govindpur ph ii ocp,100,EXACT,Govindpur Ph-II OCP,,
CM-140,GP-IV-8 Coal Mine,Chhattisgarh,RAIGARH,AMBUJA,UNDERGROUND,PRIVATE,WORKING,gp iv 8,ambuja,chhattisgarh,raigarh,gp iv 8,gp iv 8,100,EXACT,GP-IV-8 Coal Mine,,
CM-141,Haldibari,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING,haldibari,secl,chhattisgarh,korea,haldibari,haldibari,100,EXACT,Haldibari,,
CM-142,Hariajam,Jharkhand,DHANBAD,ECL,UNDERGROUND,PUBLIC,WORKING,hariajam,ecl,jharkhand,dhanbad,hariajam,hariajam,100,EXACT,Hariajam,,
CM-143,Hindustan Lalpeth Colliery No.1,Maharashtra,CHANDRAPUR,WCL,UNDERGROUND,PUBLIC,NON_WORKING,hindustan lalpeth no 1,wcl,maharashtra,chandrapur,hindustan lalpeth no 1,hindustan lalpeth no 1,100,EXACT,Hindustan Lalpeth Colliery No.1,,
CM-144,Hindustan Lalpeth OC,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,hindustan lalpeth oc,wcl,maharashtra,chandrapur,hindustan lalpeth oc,hindustan lalpeth oc,100,EXACT,Hindustan Lalpeth OC,,
CM-145,Hingula OCP,Odisha,Angul,MCL,OPENCAST,PUBLIC,WORKING,hingula ocp,mcl,odisha,angul,hingula ocp,hingula ocp,100,EXACT,Hingula OCP,,
CM-146,Hirakhand Bundia Mine,Odisha,JHARSUGUDA,MCL,UNDERGROUND,PUBLIC,WORKING,hirakhand bundia,mcl,odisha,jharsuguda,hirakhand bundia,hirakhand bundia,100,EXACT,Hirakhand Bundia Mine,,
CM-147,Hurra C,Jharkhand,GODDA,ECL,OPENCAST,PUBLIC,WORKING,hurra c,ecl,jharkhand,godda,hurra c,hurra c,100,EXACT,Hurra C,,
CM-148,"Indaram Khani-1A, Incline",Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,indaram khani 1a incline,sccl,telangana,mancherial,indaram khani 1a incline,indaram khani 1a incline,100,EXACT,"Indaram Khani-1A, Incline",,
CM-149,Indaram Khani-OC,Telangana,MANCHERIAL,SCCL,OPENCAST,PUBLIC,WORKING,indaram khani oc,sccl,telangana,mancherial,indaram khani oc,indaram khani oc,100,EXACT,Indaram Khani-OC,,
CM-150,Int. Lakhanpur-Belpahar-Lilari OCP,Odisha,JHARSUGUDA,MCL,OPENCAST,PUBLIC,WORKING,int lakhanpur belpahar lilari ocp,mcl,odisha,jharsuguda,int lakhanpur belpahar lilari ocp,int lakhanpur belpahar lilari ocp,100,EXACT,Int. Lakhanpur-Belpahar-Lilari OCP,,
CM-151,Itapara OC Patch,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,itapara oc patch,ecl,west bengal,bardhaman,itapara oc patch,itapara oc patch,100,EXACT,Itapara OC Patch,,
CM-152,J. K. Nagar Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,j k nagar,ecl,west bengal,bardhaman,j k nagar,j k nagar,100,EXACT,J. K. Nagar Colliery,,
CM-153,Jaganathpur,Chhattisgarh,SURGUJA,SECL,OPENCAST,PUBLIC,WORKING,jaganathpur,secl,chhattisgarh,surguja,jaganathpur,jaganathpur,100,EXACT,Jaganathpur,,
CM-154,Jagannath Re-org OCP,Odisha,Angul,MCL,OPENCAST,PUBLIC,WORKING,jagannath re org ocp,mcl,odisha,angul,jagannath re org ocp,jagannath re org ocp,100,EXACT,Jagannath Re-org OCP,,
CM-155,Jalagam Vengala Rao OC-2,Telangana,KHAMMAM,SCCL,OPENCAST,PUBLIC,WORKING,jalagam vengala rao oc 2,sccl,telangana,khammam,jalagam vengala rao oc 2,jalagam vengala rao oc 2,100,EXACT,Jalagam Vengala Rao OC-2,,
CM-156,Jalipa,Chhattisgarh,RAIGARH,HIL,OPENCAST,PRIVATE,WORKING,jalipa,hil,chhattisgarh,raigarh,jalipa,jalipa,100,EXACT,Jalipa,,
CM-157,Jamadoba Colliery,Jharkhand,DHANBAD,TSL,MIXED,PRIVATE,WORKING,jamadoba,tsl,jharkhand,dhanbad,jamadoba,jamadoba,100,EXACT,Jamadoba Colliery,,
CM-158,Jambad OCP,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,jambad ocp,ecl,west bengal,bardhaman,jambad ocp,jambad ocp,100,EXACT,Jambad OCP,,
CM-159,Jambad UG Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,jambad ug,ecl,west bengal,bardhaman,jambad ug,jambad ug,100,EXACT,Jambad UG Colliery,,
CM-160,Jamkhani Coal Mine,Odisha,SUNDARGARH,Vedanta,OPENCAST,PRIVATE,WORKING,jamkhani,vedanta,odisha,sundargarh,jamkhani,jamkhani,100,EXACT,Jamkhani Coal Mine,,
CM-161,Jampali,Chhattisgarh,RAIGARH,SECL,OPENCAST,PUBLIC,WORKING,jampali,secl,chhattisgarh,raigarh,jampali,jampali,100,EXACT,Jampali,,
CM-162,Jamuna 9 & 10 Jamuna RO,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,jamuna 9 10 jamuna ro,secl,madhya pradesh,shahdol,jamuna 9 10 jamuna ro,jamuna 9 10 jamuna ro,100,EXACT,Jamuna 9 & 10 Jamuna RO,,
CM-163,Jarangdih OC,Jharkhand,BOKARO,CCL,OPENCAST,PUBLIC,WORKING,jarangdih oc,ccl,jharkhand,bokaro,jarangdih oc,jarangdih oc,100,EXACT,Jarangdih OC,,
CM-164,"Jawahar Khani OC-5,",Telangana,KHAMMAM,SCCL,OPENCAST,PUBLIC,WORKING,jawahar khani oc 5,sccl,telangana,khammam,jawahar khani oc 5,jawahar khani oc 5,100,EXACT,"Jawahar Khani OC-5,",,
CM-165,Jayant Project,Madhya Pradesh,SINGRAULI,NCL,OPENCAST,PUBLIC,WORKING,jayant,ncl,madhya pradesh,singrauli,jayant,jayant,100,EXACT,Jayant Project,,
CM-166,Jhanjra Project Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,jhanjra,ecl,west bengal,bardhaman,jhanjra,jhanjra,100,EXACT,Jhanjra Project Colliery,,
CM-167,Jharkhand OCP,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,jharkhand ocp,ccl,jharkhand,ramgarh,jharkhand ocp,jharkhand ocp,100,EXACT,Jharkhand OCP,,
CM-168,Jhilimili Colliery,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING,jhilimili,secl,chhattisgarh,korea,jhilimili,jhilimili,100,EXACT,Jhilimili Colliery,,
CM-169,Jhingurda Project,Madhya Pradesh,SINGRAULI,NCL,OPENCAST,PUBLIC,WORKING,jhingurda,ncl,madhya pradesh,singrauli,jhingurda,jhingurda,100,EXACT,Jhingurda Project,,
CM-170,Jhiria,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,jhiria,secl,madhya pradesh,shahdol,jhiria,jhiria,100,EXACT,Jhiria,,
CM-171,Jitpur Colliery,Jharkhand,DHANBAD,IISCO,UNDERGROUND,PUBLIC,WORKING,jitpur,iisco,jharkhand,dhanbad,jitpur,jitpur,100,EXACT,Jitpur Colliery,,
CM-172,Jogidih,Jharkhand,DHANBAD,BCCL,UNDERGROUND,PUBLIC,WORKING,jogidih,bccl,jharkhand,dhanbad,jogidih,jogidih,100,EXACT,Jogidih,,
CM-173,Joyrampur,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,joyrampur,bccl,jharkhand,dhanbad,joyrampur,joyrampur,100,EXACT,Joyrampur,,
CM-174,"Junad,",Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,WORKING,junad,wcl,maharashtra,yavatmal,junad,junad,100,EXACT,"Junad,",,
CM-175,K. Dewarkhand,Jharkhand,RANCHI,CCL,OPENCAST,PUBLIC,WORKING,k dewarkhand,ccl,jharkhand,ranchi,k dewarkhand,k dewarkhand,100,EXACT,K. Dewarkhand,,
CM-176,Kabribad OC,Jharkhand,GIRIDIH,CCL,OPENCAST,PUBLIC,WORKING,kabribad oc,ccl,jharkhand,giridih,kabribad oc,kabribad oc,100,EXACT,Kabribad OC,,
CM-177,Kakatiya Khani-1 & 1A Incline,Telangana,JAYASHANKAR BHUPALPALLY,SCCL,UNDERGROUND,PUBLIC,WORKING,kakatiya khani 1 1a incline,sccl,telangana,jayashankar bhupalpally,kakatiya khani 1 1a incline,kakatiya khani 1 1a incline,100,EXACT,Kakatiya Khani-1 & 1A Incline,,
CM-178,Kakatiya Khani-5 Incline,Telangana,JAYASHANKAR BHUPALPALLY,SCCL,UNDERGROUND,PUBLIC,WORKING,kakatiya khani 5 incline,sccl,telangana,jayashankar bhupalpally,kakatiya khani 5 incline,kakatiya khani 5 incline,100,EXACT,Kakatiya Khani-5 Incline,,
CM-179,"Kakatiya Khani-6, Incline",Telangana,JAYASHANKAR BHUPALPALLY,SCCL,UNDERGROUND,PUBLIC,WORKING,kakatiya khani 6 incline,sccl,telangana,jayashankar bhupalpally,kakatiya khani 6 incline,kakatiya khani 6 incline,100,EXACT,"Kakatiya Khani-6, Incline",,
CM-180,Kakatiya Khani-8 & 8A Incline,Telangana,JAYASHANKAR BHUPALPALLY,SCCL,UNDERGROUND,PUBLIC,WORKING,kakatiya khani 8 8a incline,sccl,telangana,jayashankar bhupalpally,kakatiya khani 8 8a incline,kakatiya khani 8 8a incline,100,EXACT,Kakatiya Khani-8 & 8A Incline,,
CM-181,Kakatiya Khani-OC II,Telangana,JAYASHANKAR BHUPALPALLY,SCCL,OPENCAST,PUBLIC,WORKING,kakatiya khani oc ii,sccl,telangana,jayashankar bhupalpally,kakatiya khani oc ii,kakatiya khani oc ii,100,EXACT,Kakatiya Khani-OC II,,
CM-182,Kakatiya Khani-OC-III,Telangana,JAYASHANKAR BHUPALPALLY,SCCL,OPENCAST,PUBLIC,WORKING,kakatiya khani oc iii,sccl,telangana,jayashankar bhupalpally,kakatiya khani oc iii,kakatiya khani oc iii,100,EXACT,Kakatiya Khani-OC-III,,
CM-183,Kakri Project,Madhya Pradesh,SINGRAULI,NCL,OPENCAST,PUBLIC,WORKING,kakri,ncl,madhya pradesh,singrauli,kakri,kakri,100,EXACT,Kakri Project,,
CM-184,Kalidaspur Project,West Bengal,BANKURA,ECL,UNDERGROUND,PUBLIC,WORKING,kalidaspur,ecl,west bengal,bankura,kalidaspur,kalidaspur,100,EXACT,Kalidaspur Project,,
CM-185,Kalyan Khani OC,Telangana,MANCHERIAL,SCCL,OPENCAST,PUBLIC,WORKING,kalyan khani oc,sccl,telangana,mancherial,kalyan khani oc,kalyan khani oc,100,EXACT,Kalyan Khani OC,,
CM-186,Kalyan Khani-1 & 5 Incline,Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,kalyan khani 1 5 incline,sccl,telangana,mancherial,kalyan khani 1 5 incline,kalyan khani 1 5 incline,100,EXACT,Kalyan Khani-1 & 5 Incline,,
CM-187,Kanchan OC,Madhya Pradesh,UMARIA,SECL,OPENCAST,PUBLIC,WORKING,kanchan oc,secl,madhya pradesh,umaria,kanchan oc,kanchan oc,100,EXACT,Kanchan OC,,
CM-188,Kaniha OCP,Odisha,Angul,MCL,OPENCAST,PUBLIC,WORKING,kaniha ocp,mcl,odisha,angul,kaniha ocp,kaniha ocp,100,EXACT,Kaniha OCP,,
CM-189,Kankanee,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,kankanee,bccl,jharkhand,dhanbad,kankanee,kankanee,100,EXACT,Kankanee,,
CM-190,Kapasara,Jharkhand,DHANBAD,ECL,OPENCAST,PUBLIC,WORKING,kapasara,ecl,jharkhand,dhanbad,kapasara,kapasara,100,EXACT,Kapasara,,
CM-191,Kapurdi,Chhattisgarh,RAIGARH,HIL,UNDERGROUND,PRIVATE,NON_WORKING,kapurdi,hil,chhattisgarh,raigarh,kapurdi,kapurdi,100,EXACT,Kapurdi,,
CM-192,Kargali OC,Jharkhand,BOKARO,CCL,OPENCAST,PUBLIC,NON_WORKING,kargali oc,ccl,jharkhand,bokaro,kargali oc,kargali oc,100,EXACT,Kargali OC,,
CM-193,Karma,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,karma,ccl,jharkhand,ramgarh,karma,karma,100,EXACT,Karma,,
CM-194,KARO SPL.UG,Jharkhand,BOKARO,CCL,UNDERGROUND,PUBLIC,NON_WORKING,karo spl ug,ccl,jharkhand,bokaro,karo spl ug,karo spl ug,100,EXACT,KARO SPL.UG,,
CM-195,Karo-I OC,Jharkhand,BOKARO,CCL,OPENCAST,PUBLIC,WORKING,karo i oc,ccl,jharkhand,bokaro,karo i oc,karo i oc,100,EXACT,Karo-I OC,,
CM-196,Kasipet 1 Incline,Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,kasipet 1 incline,sccl,telangana,mancherial,kasipet 1 incline,kasipet 1 incline,100,EXACT,Kasipet 1 Incline,,
CM-197,Kasipet 2 Incline,Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,kasipet 2 incline,sccl,telangana,mancherial,kasipet 2 incline,kasipet 2 incline,100,EXACT,Kasipet 2 Incline,,
CM-198,Kathara Colly,Jharkhand,BOKARO,CCL,OPENCAST,PUBLIC,WORKING,kathara colly,ccl,jharkhand,bokaro,kathara colly,kathara colly,100,EXACT,Kathara Colly,,
CM-199,Kathautia Open Cast Coal Mine,Jharkhand,PALAMU,HIL,OPENCAST,PRIVATE,WORKING,kathautia open cast,hil,jharkhand,palamu,kathautia open cast,kathautia open cast,100,EXACT,Kathautia Open Cast Coal Mine,,
CM-200,Katkona 1 & 2,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING,katkona 1 2,secl,chhattisgarh,korea,katkona 1 2,katkona 1 2,100,EXACT,Katkona 1 & 2,,
CM-201,Kedla (OC),Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,NON_WORKING,kedla oc,ccl,jharkhand,ramgarh,kedla oc,kedla oc,100,EXACT,Kedla (OC),,
CM-202,Kedla UG,Jharkhand,RAMGARH,CCL,UNDERGROUND,PUBLIC,NON_WORKING,kedla ug,ccl,jharkhand,ramgarh,kedla ug,kedla ug,100,EXACT,Kedla UG,,
CM-203,Kerandari,Jharkhand,HAZARIBAGH,NTPC,OPENCAST,PUBLIC,WORKING,kerandari,ntpc,jharkhand,hazaribagh,kerandari,kerandari,100,EXACT,Kerandari,,
CM-204,Ketki,Chhattisgarh,SURGUJA,SECL,UNDERGROUND,PUBLIC,WORKING,ketki,secl,chhattisgarh,surguja,ketki,ketki,100,EXACT,Ketki,,
CM-205,Khadia Project,Uttar Pradesh,SONBHADRA,NCL,OPENCAST,PUBLIC,WORKING,khadia,ncl,uttar pradesh,sonbhadra,khadia,khadia,100,EXACT,Khadia Project,,
CM-206,Khairagura OC,Telangana,Komaram Bheem,SCCL,OPENCAST,PUBLIC,WORKING,khairagura oc,sccl,telangana,komaram bheem,khairagura oc,khairagura oc,100,EXACT,Khairagura OC,,
CM-207,Khairaha,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,khairaha,secl,madhya pradesh,shahdol,khairaha,khairaha,100,EXACT,Khairaha,,
CM-208,Khandra Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,khandra,ecl,west bengal,bardhaman,khandra,khandra,100,EXACT,Khandra Colliery,,
CM-209,Kharkharee,Jharkhand,DHANBAD,BCCL,UNDERGROUND,PUBLIC,WORKING,kharkharee,bccl,jharkhand,dhanbad,kharkharee,kharkharee,100,EXACT,Kharkharee,,
CM-210,Khas Kajora Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,khas kajora,ecl,west bengal,bardhaman,khas kajora,khas kajora,100,EXACT,Khas Kajora Colliery,,
CM-211,Khoodia,Jharkhand,DHANBAD,ECL,UNDERGROUND,PUBLIC,WORKING,khoodia,ecl,jharkhand,dhanbad,khoodia,khoodia,100,EXACT,Khoodia,,
CM-212,Khottadih OCP,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,khottadih ocp,ecl,west bengal,bardhaman,khottadih ocp,khottadih ocp,100,EXACT,Khottadih OCP,,
CM-213,Khottadih UG,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,khottadih ug,ecl,west bengal,bardhaman,khottadih ug,khottadih ug,100,EXACT,Khottadih UG,,
CM-214,Kistaram OC,Telangana,KHAMMAM,SCCL,OPENCAST,PUBLIC,WORKING,kistaram oc,sccl,telangana,khammam,kistaram oc,kistaram oc,100,EXACT,Kistaram OC,,
CM-215,"Kolarpimpri,",Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,WORKING,kolarpimpri,wcl,maharashtra,yavatmal,kolarpimpri,kolarpimpri,100,EXACT,"Kolarpimpri,",,
CM-216,Kolgaon OC,Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,WORKING,kolgaon oc,wcl,maharashtra,yavatmal,kolgaon oc,kolgaon oc,100,EXACT,Kolgaon OC,,
CM-217,Kondapuram UG,Telangana,KHAMMAM,SCCL,UNDERGROUND,PUBLIC,WORKING,kondapuram ug,sccl,telangana,khammam,kondapuram ug,kondapuram ug,100,EXACT,Kondapuram UG,,
CM-218,Koya Gundem OC II,Telangana,KHAMMAM,SCCL,OPENCAST,PUBLIC,WORKING,koya gundem oc ii,sccl,telangana,khammam,koya gundem oc ii,koya gundem oc ii,100,EXACT,Koya Gundem OC II,,
CM-219,Krishnshila OCP,Uttar Pradesh,SONBHADRA,NCL,OPENCAST,PUBLIC,WORKING,krishnshila ocp,ncl,uttar pradesh,sonbhadra,krishnshila ocp,krishnshila ocp,100,EXACT,Krishnshila OCP,,
CM-220,Kujama,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,kujama,bccl,jharkhand,dhanbad,kujama,kujama,100,EXACT,Kujama,,
CM-221,Kuju Colliery,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,NON_WORKING,kuju,ccl,jharkhand,ramgarh,kuju,kuju,100,EXACT,Kuju Colliery,,
CM-222,Kulda OCP Balinga,Odisha,SUNDARGARH,MCL,OPENCAST,PUBLIC,WORKING,kulda ocp balinga,mcl,odisha,sundargarh,kulda ocp balinga,kulda ocp balinga,100,EXACT,Kulda OCP Balinga,,
CM-223,Kumardhubi Colliery,Jharkhand,DHANBAD,ECL,UNDERGROUND,PUBLIC,WORKING,kumardhubi,ecl,jharkhand,dhanbad,kumardhubi,kumardhubi,100,EXACT,Kumardhubi Colliery,,
CM-224,Kumardihi-A Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,kumardihi a,ecl,west bengal,bardhaman,kumardihi a,kumardihi a,100,EXACT,Kumardihi-A Colliery,,
CM-225,Kumda 7 & 8,Chhattisgarh,SURGUJA,SECL,UNDERGROUND,PUBLIC,WORKING,kumda 7 8,secl,chhattisgarh,surguja,kumda 7 8,kumda 7 8,100,EXACT,Kumda 7 & 8,,
CM-226,Kunustoria Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,kunustoria,ecl,west bengal,bardhaman,kunustoria,kunustoria,100,EXACT,Kunustoria Colliery,,
CM-227,Kurasia UG,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING,kurasia ug,secl,chhattisgarh,korea,kurasia ug,kurasia ug,100,EXACT,Kurasia UG,,
CM-228,Kurja/Sheetaldhara/Kapildhara,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,kurja sheetaldhara kapildhara,secl,madhya pradesh,shahdol,kurja sheetaldhara kapildhara,kurja sheetaldhara kapildhara,100,EXACT,Kurja/Sheetaldhara/Kapildhara,,
CM-229,Kusmunda Project,Chhattisgarh,KORBA,SECL,OPENCAST,PUBLIC,WORKING,kusmunda,secl,chhattisgarh,korba,kusmunda,kusmunda,100,EXACT,Kusmunda Project,22.332635,82.666666
CM-230,Kuya,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,kuya,bccl,jharkhand,dhanbad,kuya,kuya,100,EXACT,Kuya,,
CM-231,Laiyo UGP,Jharkhand,RAMGARH,CCL,UNDERGROUND,PUBLIC,NON_WORKING,laiyo ugp,ccl,jharkhand,ramgarh,laiyo ugp,laiyo ugp,100,EXACT,Laiyo UGP,,
CM-232,Lajkura OCP,Odisha,JHARSUGUDA,MCL,OPENCAST,PUBLIC,WORKING,lajkura ocp,mcl,odisha,jharsuguda,lajkura ocp,lajkura ocp,100,EXACT,Lajkura OCP,,
CM-233,Lakhimata,Jharkhand,DHANBAD,ECL,UNDERGROUND,PUBLIC,WORKING,lakhimata,ecl,jharkhand,dhanbad,lakhimata,lakhimata,100,EXACT,Lakhimata,,
CM-234,Lingaraj OCP,Odisha,Angul,MCL,OPENCAST,PUBLIC,WORKING,lingaraj ocp,mcl,odisha,angul,lingaraj ocp,lingaraj ocp,100,EXACT,Lingaraj OCP,20.960432,85.200747
CM-235,Lower Kenda Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,lower kenda,ecl,west bengal,bardhaman,lower kenda,lower kenda,100,EXACT,Lower Kenda Colliery,,
CM-236,Madhaipur,West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING,madhaipur,ecl,west bengal,bardhaman,madhaipur,madhaipur,100,EXACT,Madhaipur,,
CM-237,Madhaipur Mixed,West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING,madhaipur mixed,ecl,west bengal,bardhaman,madhaipur mixed,madhaipur mixed,100,EXACT,Madhaipur Mixed,,
CM-238,Madhusudanpur 7 Pit & Incline,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,madhusudanpur 7 pit incline,ecl,west bengal,bardhaman,madhusudanpur 7 pit incline,madhusudanpur 7 pit incline,100,EXACT,Madhusudanpur 7 Pit & Incline,,
CM-239,Magadh OCP,Jharkhand,CHATRA,CCL,OPENCAST,PUBLIC,WORKING,magadh ocp,ccl,jharkhand,chatra,magadh ocp,magadh ocp,100,EXACT,Magadh OCP,23.889479,85.00171
CM-240,Mahadeopuri,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING,mahadeopuri,wcl,madhya pradesh,chhindwara,mahadeopuri,mahadeopuri,100,EXACT,Mahadeopuri,,
CM-241,Mahakali Colliery,Maharashtra,CHANDRAPUR,WCL,UNDERGROUND,PUBLIC,NON_WORKING,mahakali,wcl,maharashtra,chandrapur,mahakali,mahakali,100,EXACT,Mahakali Colliery,,
CM-242,Maheshpur,Jharkhand,DHANBAD,BCCL,UNDERGROUND,PUBLIC,WORKING,maheshpur,bccl,jharkhand,dhanbad,maheshpur,maheshpur,100,EXACT,Maheshpur,,
CM-243,Makardhokra-I OC Expansion Mine,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING,makardhokra i oc expansion,wcl,maharashtra,nagpur,makardhokra i oc expansion,makardhokra i oc expansion,100,EXACT,Makardhokra-I OC Expansion Mine,,
